Sender,Title,Incipit,Reference,Cited names,Subject,Places
"Lapi, Michelangelo, sec. XVII,

","Lapi Michelangelo a Viviani Vincenzo, 13 luglio 1658.
","Tipologia: letteraIncipit: ""Non ho ricevuto prima di hoggi ...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22962')"">Gal. 161  </a>  doc. 90, c. 174r<br/>
</td>","Borelli, Giovanni Alfonso, 1608-1679,  (citato.)
Viviani, Vincenzo, 1622-1703,  (destinatario.)
","*Argomenti privati.
","*Roma  (provenienza.)*Firenze  (destinazione.)
"
"Lapi, Michelangelo, sec. XVII,

","Lapi Michelangelo a Viviani Vincenzo, 18 luglio 1658.
","Tipologia: letteraIncipit: ""Il Signor Abate Honofri Canonico di S. Pietro ...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22962')"">Gal. 161  </a>  doc. 91, c. 176r<br/>
</td>","Onofri,  (citato.)
Viviani, Vincenzo, 1622-1703,  (destinatario.)
","*Argomenti privati.
","*Roma  (provenienza.)*Firenze  (destinazione.)
"
"Lapi, Michelangelo, sec. XVII,

","Lapi Michelangelo a Viviani Vincenzo, 19 luglio 1658.
","Tipologia: letteraIncipit: ""Doi giorni sono consegnai al Signor Abbate Onofri ..""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22962')"">Gal. 161  </a>  doc. 92, c. 178r<br/>
</td>","Onofri,  (citato.)
Arrighetti, Andrea, 1592-1672,  (citato.)
Viviani, Vincenzo, 1622-1703,  (destinatario.)
","*Argomenti privati.
","*Roma  (provenienza.)*Firenze  (destinazione.)
"
"Serenai, Lodovico, 1599-1685,

","Serenai Lodovico a Viviani Vincenzo, 28 luglio 1658.
","Tipologia: letteraIncipit: ""Sento che Vostra Signoria tratta di tornarsene domani ...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22962')"">Gal. 161  </a>  doc. 93, c. 180r<br/>
</td>","Viviani, Vincenzo, 1622-1703,  (destinatario.)
","*Argomenti privati.
","*Firenze  (provenienza e destinazione.)
"
"Galilei, Cosimo, 1636-1672,

","Galilei Cosimo a Viviani Vincenzo, 31 luglio 1658.
","Tipologia: letteraIncipit: ""Grandissimo è stato il contento che mi ha apportato ...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22962')"">Gal. 161  </a>  doc. 94, c. 182r-183v<br/>
</td>","Viviani, Vincenzo, 1622-1703,  (destinatario.)
Galilei Bocchineri, Sestilia, m. 1669,  (citato.)
Borelli, Giovanni Alfonso, 1608-1679,  (citato.)
Viviani, Francesco, sec. XVII,  (citato.)
Rinaldini, Carlo, 1615-1698,  (citato.)
Serenai, Lodovico, 1599-1685,  (citato.)
","*Argomenti privati.
","*Bergamo  (provenienza.)*Firenze  (destinazione.)
"
"Galilei, Cosimo, 1636-1672,

","Galilei Cosimo a Viviani Vincenzo, 11 agosto 1658.
","Tipologia: letteraIncipit: ""Io son creditore d'una risposta ...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22962')"">Gal. 161  </a>  doc. 95, c. 184r-185v<br/>
</td>","Galilei Bocchineri, Sestilia, m. 1669,  (citato.)
Viviani, Vincenzo, 1622-1703,  (destinatario.)
Università degli studi (Padova),  (possessore.)
Università degli studi (Pisa),  (possessore.)
","*Padova, Studio di.
","*Bergamo  (provenienza.)*Firenze  (destinazione.)
"
"Galilei, Cosimo, 1636-1672,

","Galilei Cosimo a Viviani Vincenzo, 21 agosto 1658.
","Tipologia: letteraIncipit: ""Io conosco Signor Vincenzio che questa sua nuova stampa ...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22962')"">Gal. 161  </a>  doc. 96, c. 186r-187r<br/>
</td>","Viviani, Vincenzo, 1622-1703,  (destinatario.)
","*Argomenti privati.
","*Bergamo  (provenienza.)*Firenze  (destinazione.)
"
"Minacci, Pier Francesco, sec. XVII,

","Minacci Pier Francesco a Viviani Vincenzo, 21 settembre 1658.
","Tipologia: letteraIncipit: ""Mi comanda il Serenissimo Gran Duca di scrivere à Vostra Signoria che domattina ...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22962')"">Gal. 161  </a>  doc. 97, c. 188r<br/>
</td>","Bianchi,  (citato.)
Viviani, Vincenzo, 1622-1703,  (destinatario.)
Ferdinando II, granduca di Toscana, 1610-1670,  (citato.)
","*Strumenti.
","*Firenze  (provenienza e destinazione.)
"
"Minacci, Pier Francesco, sec. XVII,

","Minacci Pier Francesco a Viviani Vincenzo, 20 dicembre 1658.
","Tipologia: letteraIncipit: ""Mi comanda il Serenissimo Padrone di scrivere à Vostra Signoria che mi avvisi ...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22962')"">Gal. 161  </a>  doc. 98, c. 190r<br/>
</td>","Viviani, Vincenzo, 1622-1703,  (destinatario.)
Ferdinando II, granduca di Toscana, 1610-1670,  (citato.)
","*Strumenti.
","*Pisa  (provenienza.)*Firenze  (destinazione.)
"
"Minacci, Pier Francesco, sec. XVII,

","Minacci Pier Francesco a Viviani Vincenzo, 24 dicembre 1658.
","Tipologia: letteraIncipit: ""Hò rappresentato al Serenissimo Padrone quanto mi accennava Vostra Signoria ...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22962')"">Gal. 161  </a>  doc. 99, c. 192r<br/>
</td>","Viviani, Vincenzo, 1622-1703,  (destinatario.)
Ferdinando II, granduca di Toscana, 1610-1670,  (citato.)
","*Strumenti.
","*Pisa  (provenienza.)*Firenze  (destinazione.)
"
"Torsi, Andrea, sec. XVII,

","Torsi Andrea a Viviani Vincenzo, 25 gennaio 1659.
","Tipologia: letteraIncipit: ""Perche da parecchie settimane in qua alla posta di Genova ...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22962')"">Gal. 161  </a>  doc. 100, c. 194r<br/>
</td>","Buci, Michele, sec. XVII,  (citato.)
Viviani, Vincenzo, 1622-1703,  (destinatario.)
","*Notizie di libri.
","*Roma  (provenienza.)*Firenze  (destinazione.)
"
"Micalori, Giovanni Battista, sec. XVII,

","Micalori Giovanni Battista a Viviani Vincenzo, 15 febbraio 1659.
","Tipologia: letteraIncipit: ""Ho fatto delligenza, per intendere se nello stato d'Urbino vi sieno huomini periti nelle matematiche, ...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22962')"">Gal. 161  </a>  doc. 101, c. 196r<br/>
</td>","Commandino, Federico, 1509-1575,  (citato.)
Viviani, Vincenzo, 1622-1703,  (destinatario.)
","*Argomenti privati.
","*Urbino  (provenienza.)*Firenze  (destinazione.)
"
"Galilei, Cosimo, 1636-1672,

","Galilei Cosimo a Viviani Vincenzo, 22 aprile 1659.
","Tipologia: letteraIncipit: ""In una lettera del Padre Santini diretta a Monsignor Illustrissimo sono queste nuove ...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22962')"">Gal. 161  </a>  doc. 102, c. 198r<br/>
</td>","Santini,  (citato.)
Viviani, Vincenzo, 1622-1703,  (destinatario.)
","*Notizie di libri.
","*Bergamo  (provenienza.)*Firenze  (destinazione.)
"
"Querci, Luca, sec. XVII,

","Querci Luca a Viviani Vincenzo, 25 aprile 1659.
","Tipologia: letteraIncipit: ""Chi ha buon procuratore vince presto la lite. ...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22962')"">Gal. 161  </a>  doc. 103, c. 199r<br/>
</td>","Molara, Bruto della, 1639-1685,  (citato.)
Viviani, Vincenzo, 1622-1703,  (destinatario.)
","*Argomenti privati.
","*Poggio a Caiano  (provenienza.)*Firenze  (destinazione.)
"
"Lapi, Michelangelo, sec. XVII,

","Lapi Michelangelo a Viviani Vincenzo, 3 maggio 1659.
","Tipologia: letteraIncipit: ""Non prima della presente settimana ho potuto havere la informazione ...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22962')"">Gal. 161  </a>  doc. 104, c. 201r<br/>
</td>","Viviani, Vincenzo, 1622-1703,  (destinatario.)
","*Argomenti privati.
","*Roma  (provenienza.)*Firenze  (destinazione.)
"
"Dati, Carlo Roberto, 1619-1676,

","Dati Carlo Roberto a Viviani Vincenzo, 24 maggio 1659.
","Tipologia: letteraIncipit: ""Hò letto attentamente il foglio incluso più volte, ...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22962')"">Gal. 161  </a>  doc. 105, c. 203r<br/>
</td>","Viviani, Vincenzo, 1622-1703,  (destinatario.)
","*Argomenti privati.
","*Firenze  (provenienza e destinazione.)
"
"Nuti, Francesco, sec. XVII,

","Nuti Francesco a Viviani Vincenzo, 23 luglio 1659.
","Tipologia: letteraIncipit: ""Per non tediar Vostra Signoria nelle indisposizioni ove si ritrova ...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22962')"">Gal. 161  </a>  doc. 106, c. 204r<br/>
</td>","Rabatta, Girolamo, sec. XVII,  (citato.)
Molara, Bruto della, 1639-1685,  (citato.)
Viviani, Vincenzo, 1622-1703,  (destinatario.)
","*Argomenti privati.
","*Firenze  (provenienza e destinazione.)
"
"Nuti, Francesco, sec. XVII,

","Nuti Francesco a Viviani Vincenzo, 23 luglio 1659.
","Tipologia: letteraIncipit: ""Sabato prossimo passato fui trovato ...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22962')"">Gal. 161  </a>  doc. 107, c. 206r<br/>
</td>","Ferdinando II, granduca di Toscana, 1610-1670,  (citato.)
Rabatta, Girolamo, sec. XVII,  (citato.)
Giraldini, Cesio, sec. XVII,  (citato.)
Viviani, Vincenzo, 1622-1703,  (destinatario.)
","*Matematica.
","*Firenze  (provenienza e destinazione.)
"
"Torsi, Andrea, sec. XVII,

","Torsi Andrea a Viviani Vincenzo, 1 novembre 1659.
","Tipologia: letteraIncipit: ""Ricevei la cortesissima di Vostra Signoria in tempo che Monsignore ...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22962')"">Gal. 161  </a>  doc. 108, c. 207r<br/>
</td>","Bardi, Carlo dei, sec. XVII,  (citato.)
Viviani, Vincenzo, 1622-1703,  (destinatario.)
","*Argomenti privati.
","*Roma  (provenienza.)*Firenze  (destinazione.)
"
"Galilei, Cosimo, 1636-1672,

","Galilei Cosimo a Viviani Vincenzo, 4 novembre 1659.
","Tipologia: letteraIncipit: ""A due sue lettere io ultimamente risposi con altre due mie ...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22962')"">Gal. 161  </a>  doc. 109, c. 209r<br/>
</td>","Galilei Bocchineri, Sestilia, m. 1669,  (citato.)
Viviani, Vincenzo, 1622-1703,  (destinatario.)
","*Argomenti privati.
","*Bergamo  (provenienza.)*Firenze  (destinazione.)
"
"Conti, Francesco, n. 1565,

","Conti Francesco a Viviani Vincenzo, 7 novembre 1659.
","Tipologia: letteraIncipit: ""Mi comanda il Serenissimo Principe Cardinale Giovanni Carlo ...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22962')"">Gal. 161  </a>  doc. 110, c. 210r<br/>
</td>","Medici, Giovanni Carlo de', 1611-1663,  (citato.)
Viviani, Vincenzo, 1622-1703,  (destinatario.)
","*Strumenti.
","*Firenze  (provenienza e destinazione.)
"
"Micalori, Giovanni Battista, sec. XVII,

","Micalori Giovanni Battista a Viviani Vincenzo, 22 dicembre 1659.
","Tipologia: letteraIncipit: ""Auguro a Vostra Signoria queste santissime feste di Natale ...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22962')"">Gal. 161  </a>  doc. 111, c. 212r<br/>
</td>","Commandino, Federico, 1509-1575,  (citato.)
Viviani, Vincenzo, 1622-1703,  (destinatario.)
","*Argomenti privati.
","*Urbino  (provenienza.)*Firenze  (destinazione.)
"
"Molara, Bruto della, 1639-1685,

","Molara Bruto (della) a Viviani Vincenzo, 1 gennaio 1660.
","Tipologia: letteraIncipit: ""Questa mattina il Serenissimo Principe Leopoldo ...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22962')"">Gal. 161  </a>  doc. 112, c. 214r<br/>
</td>","Viviani, Vincenzo, 1622-1703,  (destinatario.)
","*Notizie di libri.
","*Firenze  (provenienza e destinazione.)
"
"Molara, Bruto della, 1639-1685,

","Molara Bruto (della) a Viviani Vincenzo, 5 gennaio 1660.
","Tipologia: letteraIncipit: ""Nel ritorno del Gran Duca di Boboli nel'Anticamera ...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22962')"">Gal. 161  </a>  doc. 113, c. 216r<br/>
</td>","Riccardi, Niccolò, 1585-1639,  (citato.)
Viviani, Vincenzo, 1622-1703,  (destinatario.)
Ferdinando II, granduca di Toscana, 1610-1670,  (citato.)
","*Argomenti privati.
","*Firenze  (provenienza e destinazione.)
"
"Lapi, Michelangelo, sec. XVII,

","Lapi Michelangelo a Viviani Vincenzo, 10 gennaio 1660.
","Tipologia: letteraIncipit: ""In Roma son più Michelangeli Ricci, et molti ...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22962')"">Gal. 161  </a>  doc. 114, c. 218r<br/>
</td>","Ricci, Michelangelo, 1619-1682,  (citato.)
Altoviti, Iacopo, 1604-1693,  (citato.)
Viviani, Vincenzo, 1622-1703,  (destinatario.)
","*Argomenti privati.
","*Roma  (provenienza.)*Firenze  (destinazione.)
"
"Brown, Henry, sec. XVII,

","Brown Henry a Viviani Vincenzo, 17 gennaio 1660.
","Tipologia: letteraIncipit: ""De' 9 stante mi trovo la gratissima di Vostra Signoria ...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22962')"">Gal. 161  </a>  doc. 115, c. 220r<br/>
</td>","Reylofsen, Giovanni, sec. XVII,  (citato.)
Ferroni, Giuseppe, 1628-1709,  (citato.)
Viviani, Vincenzo, 1622-1703,  (destinatario.)
","*Argomenti privati.
","*Livorno  (provenienza.)*Firenze  (destinazione.)
"
"Molara, Bruto della, 1639-1685,

","Molara Bruto (della) a Viviani Vincenzo, 17 maggio 1660.
","Tipologia: letteraIncipit: ""Devo fare intendere à Vostra Signoria che per cancellare il debito ...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22962')"">Gal. 161  </a>  doc. 116, c. 222r<br/>
</td>","Viviani, Vincenzo, 1622-1703,  (destinatario.)
","*Argomenti privati.
","*Firenze  (provenienza e destinazione.)
"
"Cecini, Fabrizio, sec. XVII,

","Cecini Fabrizio a Viviani Vincenzo, 24 marzo 1660.
","Tipologia: letteraIncipit: ""Siamo in Livorno, dove le occupazioni per diversi conti non mancano, ...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22962')"">Gal. 161  </a>  doc. 117, c. 224r<br/>
</td>","Medici, Leopoldo de', 1617-1675,  (citato.)
Viviani, Vincenzo, 1622-1703,  (destinatario.)
Ferdinando II, granduca di Toscana, 1610-1670,  (citato.)
","*Argomenti privati.
","*Livorno  (provenienza.)*Firenze  (destinazione.)
"
"Molara, Bruto della, 1639-1685,

","Molara Bruto (della) a Viviani Vincenzo, 8 giugno 1660.
","Tipologia: letteraIncipit: ""La vicinanza della solennità del S. Giovanni nella quale ...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22962')"">Gal. 161  </a>  doc. 118, c. 225r<br/>
</td>","Riccardi, Niccolò, 1585-1639,  (citato.)
Viviani, Vincenzo, 1622-1703,  (destinatario.)
","*Argomenti privati.
","*Firenze  (provenienza e destinazione.)
"
"Molara, Bruto della, 1639-1685,

","Molara Bruto (della) a Viviani Vincenzo, 17 giugno 1660.
","Tipologia: letteraIncipit: ""E' ritornato il tempo che si beve con gusto però deve Vostra Signoria sodisfare ...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22962')"">Gal. 161  </a>  doc. 119, c. 227r<br/>
</td>","Medici, Leopoldo de', 1617-1675,  (citato.)
Viviani, Vincenzo, 1622-1703,  (destinatario.)
Ferdinando II, granduca di Toscana, 1610-1670,  (citato.)
","*Argomenti privati.
","*Firenze  (provenienza e destinazione.)
"
"Lapi, Michelangelo, sec. XVII,

","Lapi Michelangelo a Viviani Vincenzo, 19 giugno 1660.
","Tipologia: letteraIncipit: ""Mi rallegro infinitamente che habbia condotto a fine ...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22962')"">Gal. 161  </a>  doc. 120, c. 229r<br/>
</td>","Viviani, Vincenzo, 1622-1703,  (destinatario.)
","*Notizie di libri.
","*Roma  (provenienza.)*Firenze  (destinazione.)
"
"Lapi, Michelangelo, sec. XVII,

","Lapi Michelangelo a Viviani Vincenzo, 27 giugno 1660.
","Tipologia: letteraIncipit: ""Ancora non è comparsa la cassetta dei libri ...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22962')"">Gal. 161  </a>  doc. 121, c. 231r<br/>
</td>","Gregorio Barbarigo, santo, 1625-1697,  (citato.)
Viviani, Vincenzo, 1622-1703,  (destinatario.)
","*Notizie di libri.
","*Roma  (provenienza.)*Firenze  (destinazione.)
"
