Sender,Main title,Notes,in:,Related names,subjects,places
"Viviani, Maria Sestilia, sec. XVII,

","Viviani Maria Sestilia a Viviani Vincenzo, 18 marzo 1676.
","Tipologia: letteraIncipit: ""Mi ritrovo ancora con dolori che non posso andare e son continuamente...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '23776')"">Gal. 165  </a>  doc. 41, c. 71r<br/>
</td>","Viviani, Vincenzo, 1622-1703,  (destinatario.)
","*Argomenti privati.
","*Sant'Orsola  (provenienza.)*Firenze  (destinazione.)
"
"Buragna, Carlo, 1634-1679,

","Buragna Carlo a Viviani Vincenzo, 31 marzo 1676.
","Tipologia: letteraIncipit: ""Sin da che Vostra Signoria con essempio di singolar cortesia si compiacque...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '23776')"">Gal. 165  </a>  doc. 42, c. 73r-v<br/>
</td>","Viviani, Vincenzo, 1622-1703,  (destinatario.)
","*Argomenti privati.
","*Napoli  (provenienza.)*Firenze  (destinazione.)
"
"Bandini, Simone, sec. XVII,

","Bandini Simone a Viviani Vincenzo, 15 aprile 1676.
","Tipologia: letteraIncipit: ""Ho ricevuto con la cortesissima sua da Santi Petri ducati...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '23776')"">Gal. 165  </a>  doc. 43, c. 74r<br/>
</td>","Viviani, Vincenzo, 1622-1703,  (destinatario.)
","*Argomenti privati.
","*Careggi  (provenienza.)*Firenze  (destinazione.)
"
"Ronconi, Nicolo, sec. XVII,

","Ronconi Nicolo a Viviani Vincenzo, 18 aprile 1676.
","Tipologia: letteraIncipit: ""Eccede Vostra Signoria nella puntualità e duolmi in estremo, sentendo la poca...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '23776')"">Gal. 165  </a>  doc. 44, c. 74r<br/>
</td>","Viviani, Vincenzo, 1622-1703,  (destinatario.)
","*Argomenti privati.
","*Firenze  (provenienza e destinazione.)
"
"Buragna, Carlo, 1634-1679,

","Buragna Carlo a Viviani Vincenzo, 21 aprile 1676.
","Tipologia: letteraIncipit: ""Già io incomincio ad esser troppo importuno a Vostra Signoria Illustrissima con le mie lettere...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '23776')"">Gal. 165  </a>  doc. 45, c. 78r-79v<br/>
</td>","Viviani, Vincenzo, 1622-1703,  (destinatario.)
","*Notizie di libri.
","*Napoli  (provenienza.)*Firenze  (destinazione.)
"
"Ceruti, Giulio, sec. XVII,

","Ceruti Giulio a Viviani Vincenzo, 9 maggio 1676.
","Tipologia: letteraIncipit: ""Non prima d'hieri ricevei la gratissima di Vostra Signoria Illustrissima assieme col plico...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '23776')"">Gal. 165  </a>  doc. 46, c. 79bis r-v<br/>
</td>","Viviani, Vincenzo, 1622-1703,  (destinatario.)
","*Argomenti privati.
","*Roma  (provenienza.)*Firenze  (destinazione.)
"
"Guerrini, Dionigi, sec. XVII,

","Guerrini Dionigi a Viviani Vincenzo, 27 maggio 1676.
","Tipologia: letteraIncipit: ""Per la causa del mio ritorno tardi ho ricevuto il favor della gentilissima...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '23776')"">Gal. 165  </a>  doc. 47, c. 80r<br/>
</td>","Viviani, Vincenzo, 1622-1703,  (destinatario.)
","*Argomenti privati.
","*Prato  (provenienza.)*Firenze  (destinazione.)
"
"Guidetti, Tommaso, sec. XVII,

","Guidetti Tommaso a Viviani Vincenzo, 6 giugno 1676.
","Tipologia: letteraIncipit: ""Per non differire l'occasione di servirla subito arrivato allo Scrittoio...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '23776')"">Gal. 165  </a>  doc. 48, c. 82r<br/>
</td>","Viviani, Vincenzo, 1622-1703,  (destinatario.)
","*Argomenti privati.
","*Firenze  (destinazione.)
"
"Guerrini, Dionigi, sec. XVII,

","Guerrini Dionigi a Viviani Vincenzo, 12 giugno 1676.
","Tipologia: letteraIncipit: ""Prego Vostra Signoria favorirmi avvisar quando torni il Colonnello""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '23776')"">Gal. 165  </a>  doc. 49, c. 84r<br/>
</td>","Viviani, Vincenzo, 1622-1703,  (destinatario.)
","*Argomenti privati.
","*Prato  (provenienza.)*Firenze  (destinazione.)
"
"Guerrini, Dionigi, sec. XVII,

","Guerrini Dionigi a Viviani Vincenzo, 15 giugno 1676.
","Tipologia: letteraIncipit: ""Torno a pregar Vostra Signoria per haver...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '23776')"">Gal. 165  </a>  doc. 50, c. 86r<br/>
</td>","Viviani, Vincenzo, 1622-1703,  (destinatario.)
","*Argomenti privati.
","*Prato  (provenienza.)*Firenze  (destinazione.)
"
"Guerrini, Dionigi, sec. XVII,

","Guerrini Dionigi a Viviani Vincenzo, 17 giugno 1676.
","Tipologia: letteraIncipit: ""Sento dalla gentilissima di Vostra Signoria la venuta del Colonnello al qual...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '23776')"">Gal. 165  </a>  doc. 51, c. 88r<br/>
</td>","Viviani, Vincenzo, 1622-1703,  (destinatario.)
","*Argomenti privati.
","*Prato  (provenienza.)*Firenze  (destinazione.)
"
"Guerrini, Dionigi, sec. XVII,

","Guerrini Dionigi a Viviani Vincenzo, 27 giugno 1676.
","Tipologia: letteraIncipit: ""Rinuovi per grazia Vostra Signoria la mia devozione...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '23776')"">Gal. 165  </a>  doc. 52, c. 90r<br/>
</td>","Viviani, Vincenzo, 1622-1703,  (destinatario.)
","*Argomenti privati.
","*Prato  (provenienza.)*Firenze  (destinazione.)
"
"Magalotti, Lorenzo, 1637-1712,

","Magalotti Lorenzo a Viviani Vincenzo, 6 luglio 1676.
","Tipologia: letteraIncipit: ""Non so se Vostra Signoria vuol la burla con esso meco a scrivermi una lettera...""Copia
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '23776')"">Gal. 165  </a>  doc. 53, c. 92r-v<br/>
</td>","Viviani, Vincenzo, 1622-1703,  (destinatario.)
","*Notizie di libri.
","*Vienna  (provenienza.)*Firenze  (destinazione.)
"
"Guerrini, Dionigi, sec. XVII,

","Guerrini Dionigi a Viviani Vincenzo, 12 luglio 1676.
","Tipologia: letteraIncipit: ""Dal Signor Cerruti sono stato favorito di quanto bisognava...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '23776')"">Gal. 165  </a>  doc. 54, c. 93r<br/>
</td>","Viviani, Vincenzo, 1622-1703,  (destinatario.)
","*Argomenti privati.
","*Prato  (provenienza.)*Firenze  (destinazione.)
"
"Naldini, Francesco Maria, sec. XVII,

","Naldini Francesco Maria a Viviani Vincenzo, 1 agosto 1676.
","Tipologia: letteraIncipit: ""O' studiato con sommo gusto il Diporto geometrico di Vostra Signoria...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '23776')"">Gal. 165  </a>  doc. 55, c. 95r<br/>
</td>","Viviani, Vincenzo, 1622-1703,  (destinatario.)
","*Notizie di libri.
","*Firenze  (destinazione.)
"
"Guerrini, Dionigi, sec. XVII,

","Guerrini Dionigi a Viviani Vincenzo, 5 settembre 1676.
","Tipologia: letteraIncipit: ""Il discorso fatto da Vostra Signoria Illustrissima con il Signor Ottavio...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '23776')"">Gal. 165  </a>  doc. 56, c. 97r-v<br/>
</td>","Viviani, Vincenzo, 1622-1703,  (destinatario.)
","*Argomenti privati.
","*Prato  (provenienza.)*Firenze  (destinazione.)
"
"Guerrini, Dionigi, sec. XVII,

","Guerrini Dionigi a Viviani Vincenzo, 10 settembre 1676.
","Tipologia: letteraIncipit: ""Vostra Signoria Illustrissima non si maravigli se io così facilmente ho indovinato...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '23776')"">Gal. 165  </a>  doc. 57, c. 99r-100r<br/>
</td>","Viviani, Vincenzo, 1622-1703,  (destinatario.)
","*Argomenti privati.
","*Prato  (provenienza.)*Firenze  (destinazione.)
"
"Micalori, Giovanni Battista, sec. XVII,

","Micalori Giovanni Battista a Viviani Vincenzo, 21 settembre 1676.
","Tipologia: letteraIncipit: ""Ho dua quadretti singolarissimi: uno è mano di Raffaele d'Urbino delle bell'opere...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '23776')"">Gal. 165  </a>  doc. 58, c. 101r<br/>
</td>","Viviani, Vincenzo, 1622-1703,  (destinatario.)
","*Argomenti privati.
","*Urbania  (provenienza.)*Firenze  (destinazione.)
"
"Navarretti, Iacopo, sec. XVII,

","Navarretti Iacopo a Viviani Vincenzo, 23 settembre 1676.
","Tipologia: letteraIncipit: ""Ho mandato l'avviso al mio principale che Vostra Signoria Illustrissima mi ha favorito...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '23776')"">Gal. 165  </a>  doc. 59, c. 103r<br/>
</td>","Viviani, Vincenzo, 1622-1703,  (destinatario.)
","*Affari economici.
","*Pisa  (provenienza.)*Firenze  (destinazione.)
"
"Blondel, François, 1617-1686,

","Blondel François a Viviani Vincenzo, 26 settembre 1676.
","Tipologia: letteraIncipit: ""Je prend la liberté de vous ecrire pour vous demander  une grace...""Firma autografa
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '23776')"">Gal. 165  </a>  doc. 60, c. 104r-v<br/>
</td>","Viviani, Vincenzo, 1622-1703,  (destinatario.)
","*Argomenti privati.
","*Parigi  (provenienza.)*Firenze  (destinazione.)
"
"Guerrini, Dionigi, sec. XVII,

","Guerrini Dionigi a Viviani Vincenzo, 26 settembre 1676.
","Tipologia: letteraIncipit: ""Scrivo l'inclusa al Colonnello, la mando aperta acciò Vostra Signoria veda e possa...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '23776')"">Gal. 165  </a>  doc. 61, c. 106r<br/>
</td>","Viviani, Vincenzo, 1622-1703,  (destinatario.)
","*Argomenti privati.
","*Prato  (provenienza.)*Firenze  (destinazione.)
"
"Combi & La Nou (casa editrice),

","Combi & La Nou (casa editrice) a Viviani Vincenzo, 3 ottobre 1676.
","Tipologia: letteraIncipit: ""Due gratissime di Vostra Signoria Illustrissima et Eccellentissima ci capitano...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '23776')"">Gal. 165  </a>  doc. 62, c. 108r-v<br/>
</td>","La Noù, Giovanni, sec. XVII,  (copista.)
Viviani, Vincenzo, 1622-1703,  (destinatario.)
","*Notizie di libri.
","*Venezia  (provenienza.)*Firenze  (destinazione.)
"
"Del Rosso, Ottavio, sec. XVII,

","Del Rosso Ottavio a Viviani Vincenzo, 3 ottobre 1676.
","Tipologia: letteraIncipit: ""Alcuni mesi sono fu Vostra Signoria per favorirci deputata per riconoscere...""Firma autografa
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '23776')"">Gal. 165  </a>  doc. 63, c. 110r<br/>
</td>","Viviani, Vincenzo, 1622-1703,  (destinatario.)
","*Argomenti privati.
","*Firenze  (destinazione.)
"
"Micalori, Giovanni Battista, sec. XVII,

","Micalori Giovanni Battista a Viviani Vincenzo, 12 ottobre 1676.
","Tipologia: letteraIncipit: ""Perché io hebbi honore dal Serenissimo Leopoldo di gloriosissima rimenbranza...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '23776')"">Gal. 165  </a>  doc. 64, c. 112r<br/>
</td>","Viviani, Vincenzo, 1622-1703,  (destinatario.)
","*Argomenti privati.
","*Urbania  (provenienza.)*Firenze  (destinazione.)
"
"Molara, Bruto della, 1639-1685,

","Molara Bruto (della) a Viviani Vincenzo, 24 ottobre 1676.
","Tipologia: letteraIncipit: ""Eccomi con la solita mia canzone che quando ho da darvi brighe...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '23776')"">Gal. 165  </a>  doc. 65, c. 114r-v<br/>
</td>","Viviani, Vincenzo, 1622-1703,  (destinatario.)
","*Argomenti privati.
","*Roma  (provenienza.)*Firenze  (destinazione.)
"
"Molara, Bruto della, 1639-1685,

","Molara Bruto (della) a Viviani Vincenzo, 14 novembre 1676.
","Tipologia: letteraIncipit: ""Mi è capitata la sella benissimo condizionata...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '23776')"">Gal. 165  </a>  doc. 66, c. 116r<br/>
</td>","Viviani, Vincenzo, 1622-1703,  (destinatario.)
","*Argomenti privati.
","*Roma  (provenienza.)*Firenze  (destinazione.)
"
"Combi & La Nou (casa editrice),

","Combi & La Nou (casa editrice) a Viviani Vincenzo, 29 dicembre 1676.
","Tipologia: letteraIncipit: ""Da Londra sin hora non ci sono capitati che li sottoscritti libri...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '23776')"">Gal. 165  </a>  doc. 67, c. 118r<br/>
</td>","La Noù, Giovanni, sec. XVII,  (copista.)
Viviani, Vincenzo, 1622-1703,  (destinatario.)
","*Notizie di libri.
","*Venezia  (provenienza.)*Firenze  (destinazione.)
"
"Micalori, Giovanni Battista, sec. XVII,

","Micalori Giovanni Battista a Viviani Vincenzo, 3 gennaio 1677.
","Tipologia: letteraIncipit: ""Il quadro dipinto da Raffaele d'Urbino è in tavola et è ben conservato...""Sono acclusi una cedola ed un nastro che riproduce le misure di uno dei quadri in oggetto
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '23776')"">Gal. 165  </a>  doc. 68, c. 120r-v<br/>
</td>","Viviani, Vincenzo, 1622-1703,  (destinatario.)
","*Argomenti privati.
","*Urbania  (provenienza.)*Firenze  (destinazione.)
"
"Cerchi, Alessandro, sec. XVII,

","Cerchi Alessandro a Viviani Vincenzo, 15 gennaio 1677 ab Inc. [i.e. 1678].
","Tipologia: letteraIncipit: ""Già che non vuole e non può Vostra Signoria Illustrissima inviare stasera la sua lettera al signor Residente Gondi...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '23776')"">Gal. 165  </a>  doc. 69, c. 122r<br/>
</td>","Viviani, Vincenzo, 1622-1703,  (destinatario.)
","*Notizie di libri.
","*Firenze  (destinazione.)
"
"Cerchi, Alessandro, sec. XVII,

","Cerchi Alessandro a Viviani Vincenzo, 21 gennaio 1677 ab Inc. [i.e. 1678].
","Tipologia: letteraIncipit: ""Rimando a Vostra Signoria Illustrissima per il suo servitore la cassetta...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '23776')"">Gal. 165  </a>  doc. 70, c. 124r<br/>
</td>","Viviani, Vincenzo, 1622-1703,  (destinatario.)
","*Notizie di libri.
","*Firenze  (destinazione.)
"
"Combi & La Nou (casa editrice),

","Combi & La Nou (casa editrice) a Viviani Vincenzo, 23 gennaio 1677.
","Tipologia: letteraIncipit: ""Qui incluso troverà Vostra Signoria Eccellentissima copia del frontispicio dell'Horroccij...""Probabilmente dovrebbe trattarsi della ""Horroccij Opera Postuma"", dell'astronomo inglese Jeremiah Horrocks (1617-1641). E' allegato anche un elenco di libri
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '23776')"">Gal. 165  </a>  doc. 71, c. 126r<br/>
</td>","La Noù, Giovanni, sec. XVII,  (copista.)
Viviani, Vincenzo, 1622-1703,  (destinatario.)
","*Notizie di libri.
","*Venezia  (provenienza.)*Firenze  (destinazione.)
"
